recordID,subjectLocation,subjectLocationRefined
25235,Taganrog (Russia),Taganrog (Russia)
25236,Poland,Poland
25236,Lithuania,Lithuania
25236,Poland,Poland
25236,Lithuania,Lithuania
25236,Poland,Poland
25236,Lithuania,Lithuania
25237,Poland,Poland
25237,Israel,Israel
25238,Warsaw (Poland),Warsaw (Poland)
25238,Warsaw (Poland),Warsaw (Poland)
25239,Nowa Marchia (Poland),Nowa Marchia (Poland)
25239,Gorzo´w Wielkopolski (Poland),Gorzo´w Wielkopolski (Poland)
25240,"Kazimierz (Krako´w, Poland)","Kazimierz (Krako´w, Poland)"
25240,Krako´w (Poland),Krako´w (Poland)
25241,Poland,Poland
25242,Warsaw (Poland),Warsaw (Poland)
25242,"Barbakan (Warsaw, Poland)","Barbakan (Warsaw, Poland)"
25243,Egypt,Egypt
25244,Poland,Poland
25244,Europe,Europe
25244,Poland,Poland
25244,Europe,Europe
25245,Krako´w (Poland),Krako´w (Poland)
25245,Krako´w (Poland),Krako´w (Poland)
25245,Krako´w (Poland),Krako´w (Poland)
25245,Prague (Czech Republic),Prague (Czech Republic)
25245,Prague (Czech Republic),Prague (Czech Republic)
25245,Prague (Czech Republic),Prague (Czech Republic)
25246,Russia (Federation),Russia (Federation)
25246,Russia (Federation),Russia (Federation)
25247,Russia,Russia
25247,Russia,Russia
25248,Soviet Union,Soviet Union
25249,Kaluzhskai?a? oblast' (Russia),Kaluzhskai?a? oblast' (Russia)
25250,Arkhangel'skai?a? oblast' (Russia),Arkhangel'skai?a? oblast' (Russia)
25251,Uglich (Russia),Uglich (Russia)
25252,"I?A?roslavl' (I?A?roslavskai?a? oblast', Russia)","I?A?roslavl' (I?A?roslavskai?a? oblast', Russia)"
25253,India,India
25253,Southeast Asia,Southeast Asia
25253,Sri Lanka,Sri Lanka
25254,Estonia,Estonia
25255,Russia (Federation),Russia (Federation)
25255,Russia (Federation),Russia (Federation)
25256,Russia,Russia
25256,Soviet Union,Soviet Union
25256,Developed countries,Developed countries
25256,Russia (Federation),Russia (Federation)
25257,Murmanskai?a? oblast' (Russia),Murmanskai?a? oblast' (Russia)
25258,"Caucasus, Northern (Russia)","Caucasus, Northern (Russia)"
25258,"Caucasus, Northern (Russia)","Caucasus, Northern (Russia)"
25259,Moscow (Russia),Moscow (Russia)
25259,Moscow (Russia),Moscow (Russia)
25260,Yugoslavia,Yugoslavia
25261,Hvar Island (Croatia),Hvar Island (Croatia)
25261,Hvar Island (Croatia),Hvar Island (Croatia)
25262,Croatia,Croatia
25263,Abkhazia (Georgia),Abkhazia (Georgia)
25264,Russia,Russia
25264,Russia,Russia
25264,Russia,Russia
25265,Russia,Russia
25266,Russia,Russia
25266,Russia,Russia
25267,Russia (Federation),Russia (Federation)
25268,Russia,Russia
25268,Russia,Russia
25269,Russia,Russia
25270,Russia (Federation),Russia (Federation)
25271,Japan,Japan
25271,Japan,Japan
25271,Japan,Japan
25271,Japan,Japan
25272,Russia (Federation),Russia (Federation)
25273,Turan Lowland,Turan Lowland
25274,Russia,Russia
25275,Russia (Federation),Russia (Federation)
25276,Russia (Federation),Russia (Federation)
25276,Russia (Federation),Russia (Federation)
25277,Russia,Russia
25277,Soviet Union,Soviet Union
25278,"Silesia, Upper (Poland and Czech Republic)","Silesia, Upper (Poland and Czech Republic)"
25279,Poland,Poland
25279,Austria,Austria
25279,Poland,Poland
25280,Ukraine,Ukraine
25280,Ukraine,Ukraine
25281,Ukraine,Ukraine
25282,L'viv Region (Ukraine),L'viv Region (Ukraine)
25283,Poland,Poland
25284,Poland,Poland
25285,Poland,Poland
25286,Lo´dz´ (Poland),Lo´dz´ (Poland)
25286,Lo´dz´ (Poland),Lo´dz´ (Poland)
25287,Slovenia,Slovenia
25288,Kamnik (Slovenia),Kamnik (Slovenia)
25288,Kamnik (Slovenia),Kamnik (Slovenia)
25289,Slovenia,Slovenia
25290,Slovenia,Slovenia
25290,Slovenia,Slovenia
25291,Gornji Grad (Slovenia),Gornji Grad (Slovenia)
25292,Slovenia,Slovenia
25292,Triglav Mountain (Slovenia),Triglav Mountain (Slovenia)
25293,Moldavia (Romania),Moldavia (Romania)
25294,Romania,Romania
25295,Moldova,Moldova
25295,Moldova,Moldova
25296,Moldova,Moldova
25297,Novgorod (Russia),Novgorod (Russia)
25298,Russian Far East (Russia),Russian Far East (Russia)
25299,Volga River Region (Russia),Volga River Region (Russia)
25300,Bashkortostan (Russia),Bashkortostan (Russia)
25301,Russia,Russia
25301,Russia,Russia
25301,Russia,Russia
25302,Russia (Federation),Russia (Federation)
25303,Buri?a?tii?a? (Russia),Buri?a?tii?a? (Russia)
25304,Russia (Federation),Russia (Federation)
25304,Russia (Federation),Russia (Federation)
25304,Krasnoi?a?rskii? krai? (Russia),Krasnoi?a?rskii? krai? (Russia)
25304,Krasnoi?a?rskii? krai? (Russia),Krasnoi?a?rskii? krai? (Russia)
25304,Soviet Union,Soviet Union
25305,Verkhotur'e (Russia),Verkhotur'e (Russia)
25305,Verkhotur'e (Russia),Verkhotur'e (Russia)
25306,Russia,Russia
25306,Russia,Russia
25307,Russia (Federation),Russia (Federation)
25308,Pytalovskii? rai?on (Russia),Pytalovskii? rai?on (Russia)
25309,Germany,Germany
25310,Russia,Russia
25310,Russia,Russia
25310,Russia,Russia
25310,Europe,Europe
25310,Europe,Europe
25310,Europe,Europe
25310,Russia,Russia
25310,Germany,Germany
25311,Perm' (Russia),Perm' (Russia)
25311,Perm' (Russia),Perm' (Russia)
25312,Russian Far East (Russia),Russian Far East (Russia)
25312,Russian Far East (Russia),Russian Far East (Russia)
25313,Russia,Russia
25314,Soviet Union,Soviet Union
25315,Russia (Federation),Russia (Federation)
25316,Russia (Federation),Russia (Federation)
25316,Russia (Federation),Russia (Federation)
25317,Siberia (Russia),Siberia (Russia)
25318,Russia (Federation),Russia (Federation)
25319,Poland,Poland
25320,Ukraine,Ukraine
25321,Gubs River Valley (Russia),Gubs River Valley (Russia)
25322,Russia (Federation),Russia (Federation)
25323,Russia (Federation),Russia (Federation)
25323,Russia (Federation),Russia (Federation)
25324,Russia (Federation),Russia (Federation)
25325,Afghanistan,Afghanistan
25326,Poland,Poland
25326,Poland,Poland
25327,Europe,Europe
25327,Europe,Europe
25327,Poland,Poland
25327,Poland,Poland
25328,Soviet Union,Soviet Union
25328,"Europe, Eastern","Europe, Eastern"
25328,Soviet Union,Soviet Union
25328,"Europe, Central","Europe, Central"
25328,Soviet Union,Soviet Union
25329,Lublin (Poland : Voivodeship),Lublin (Poland : Voivodeship)
25329,Sandomierz (Poland : Voivodeship),Sandomierz (Poland : Voivodeship)
25330,Russia,Russia
25330,Russia,Russia
25330,Russia,Russia
25330,Poland,Poland
25331,Poland,Poland
25332,Poland,Poland
25332,Poland,Poland
25333,Poland,Poland
25334,Poland,Poland
25334,Poland,Poland
25335,Poland,Poland
25336,Warsaw (Poland),Warsaw (Poland)
25336,Warsaw (Poland),Warsaw (Poland)
25337,Chusovoi? Region (Russia),Chusovoi? Region (Russia)
25338,Karelian Isthmus (Russia),Karelian Isthmus (Russia)
25338,Finland,Finland
25338,Soviet Union,Soviet Union
25338,Karelia (Russia),Karelia (Russia)
25338,Finland,Finland
25339,Soviet Union,Soviet Union
25340,Russia (Federation),Russia (Federation)
25341,Russia (Federation),Russia (Federation)
25342,Suksunskii? rai?on (Russia),Suksunskii? rai?on (Russia)
25343,Solikamsk Region (Russia),Solikamsk Region (Russia)
25344,Pytalovskii? rai?on (Russia),Pytalovskii? rai?on (Russia)
25345,"Russia, Northern","Russia, Northern"
25345,"Russia, Northern","Russia, Northern"
25346,Russia (Federation),Russia (Federation)
25347,Russia (Federation),Russia (Federation)
25347,Soviet Union,Soviet Union
25347,China,China
25348,Russia (Federation),Russia (Federation)
25349,Russia (Federation),Russia (Federation)
25350,Tuva (Russia),Tuva (Russia)
25351,Russia (Federation),Russia (Federation)
25351,Europe,Europe
25352,Russia (Federation),Russia (Federation)
25353,Irkutskai?a? oblast' (Russia),Irkutskai?a? oblast' (Russia)
25353,Japan,Japan
25354,Gavrilovo-Posadskii? rai?on (Russia),Gavrilovo-Posadskii? rai?on (Russia)
25355,Tei?kovo (Russia),Tei?kovo (Russia)
25355,Tei?kovskii? rai?on (Russia),Tei?kovskii? rai?on (Russia)
25356,Kineshemskii? rai?on (Russia),Kineshemskii? rai?on (Russia)
25357,Serbia,Serbia
25358,Serbia,Serbia
25359,United States,United States
25360,Kemerovskai?a? oblast' (Russia),Kemerovskai?a? oblast' (Russia)
25361,Warsaw (Poland),Warsaw (Poland)
25362,Soviet Union,Soviet Union
25363,Russia (Federation),Russia (Federation)
25363,Russia (Federation),Russia (Federation)
25363,Russia (Federation),Russia (Federation)
25364,Russia (Federation),Russia (Federation)
25365,Kamchatka Peninsula (Russia),Kamchatka Peninsula (Russia)
25365,Kamchatka Peninsula (Russia),Kamchatka Peninsula (Russia)
25366,Irkutskai?a? oblast' (Russia),Irkutskai?a? oblast' (Russia)
25366,Irkutskai?a? oblast' (Russia),Irkutskai?a? oblast' (Russia)
25367,Kemerovo (Russia),Kemerovo (Russia)
25367,Kemerovo (Russia),Kemerovo (Russia)
25367,Kemerovo (Russia),Kemerovo (Russia)
25367,Novokuznet?s?k (Russia),Novokuznet?s?k (Russia)
25367,Novokuznet?s?k (Russia),Novokuznet?s?k (Russia)
25367,Novokuznet?s?k (Russia),Novokuznet?s?k (Russia)
25368,Soviet Union,Soviet Union
25369,Novi Sad (Serbia),Novi Sad (Serbia)
25370,Russia,Russia
25371,Sarajevo (Bosnia and Hercegovina),Sarajevo (Bosnia and Hercegovina)
25372,Vis?nja Gora (Slovenia),Vis?nja Gora (Slovenia)
25373,Slovenia,Slovenia
25374,Slovenia,Slovenia
25375,Slovenia,Slovenia
25376,Bosnia and Hercegovina,Bosnia and Hercegovina
25376,Bosnia and Hercegovina,Bosnia and Hercegovina
25377,Slovenia,Slovenia
25378,Slovenia,Slovenia
25379,Slovenia,Slovenia
25380,Siberia (Russia),Siberia (Russia)
25380,Siberia (Russia),Siberia (Russia)
25381,Russia (Federation),Russia (Federation)
25382,"Ri?a?zan' (Ri?a?zanskai?a? oblast', Russia)","Ri?a?zan' (Ri?a?zanskai?a? oblast', Russia)"
25383,Soviet Union,Soviet Union
25383,Soviet Union,Soviet Union
25384,Russia (Federation),Russia (Federation)
25384,Russia (Federation),Russia (Federation)
25385,"Osinskii? rai?on (Irkutskai?a? oblast', Russia)","Osinskii? rai?on (Irkutskai?a? oblast', Russia)"
25386,Rostovskai?a? oblast' (Russia),Rostovskai?a? oblast' (Russia)
25387,Transbaikalia (Russia),Transbaikalia (Russia)
25387,Transbaikalia (Russia),Transbaikalia (Russia)
25388,Russia (Federation),Russia (Federation)
25389,Uglich (Russia),Uglich (Russia)
25390,Russia,Russia
25390,Soviet Union,Soviet Union
25390,Perm' (Russia),Perm' (Russia)
25391,Perm' Region (Russia),Perm' Region (Russia)
25392,Siberia (Russia),Siberia (Russia)
25393,Russia (Federation),Russia (Federation)
25394,Tatarstan (Russia),Tatarstan (Russia)
25395,Tatarstan (Russia),Tatarstan (Russia)
25395,Tatarstan (Russia),Tatarstan (Russia)
25395,Tatarstan (Russia),Tatarstan (Russia)
25396,Caucasus,Caucasus
25397,Perm' Region (Russia),Perm' Region (Russia)
25398,Neisse River Region,Neisse River Region
25399,Belarus,Belarus
25400,Ukraine,Ukraine
25400,Ukraine,Ukraine
25400,Ukraine,Ukraine
25401,Ukraine,Ukraine
25401,Finance,Finance
25401,Ukraine,Ukraine
25401,Moldavia,Moldavia
25402,"Brody (L'vivs'ka oblast', Ukraine)","Brody (L'vivs'ka oblast', Ukraine)"
25403,Chernihivs'ka oblast' (Ukraine ),Chernihivs'ka oblast' (Ukraine )
25404,Novhorod-Sivers'kyi? (Ukraine),Novhorod-Sivers'kyi? (Ukraine)
25405,Europe,Europe
25406,Gorzyce (Poland : Gmina),Gorzyce (Poland : Gmina)
25407,Poland,Poland
25407,Poland,Poland
25408,"Silesia, Upper (Poland and Czech Republic)","Silesia, Upper (Poland and Czech Republic)"
25409,Lublin (Poland : Voivodeship),Lublin (Poland : Voivodeship)
25410,Russia (Federation),Russia (Federation)
25411,Russia (Federation),Russia (Federation)
25412,Russia,Russia
25412,Russia,Russia
25412,France,France
25412,Russia,Russia
25413,Balkan Peninsula,Balkan Peninsula
25413,Balkan Peninsula,Balkan Peninsula
25414,"Bai?kal, Lake, Region (Russia)","Baikal, Lake, Region (Russia)"
25415,Albania,Albania
25415,Albania,Albania
25416,Albania,Albania
25417,Albania,Albania
25417,Italy,Italy
25418,Italy,Italy
25419,Albania,Albania
25419,Albania,Albania
25419,Balkan Peninsula,Balkan Peninsula
25420,Bohemia (Czech Republic),Bohemia (Czech Republic)
25420,Czechoslovakia,Czechoslovakia
25421,Czechoslovakia,Czechoslovakia
25422,Bohemia (Czech Republic),Bohemia (Czech Republic)
25423,Montenegro,Montenegro
25423,Montenegro,Montenegro
25424,Kosovo (Republic),Kosovo (Republic)
25424,Albania,Albania
25424,Serbia,Serbia
25425,Yugoslavia,Yugoslavia
25425,Yugoslavia,Yugoslavia
25426,Serbia,Serbia
25427,India,India
25428,Balkan Peninsula,Balkan Peninsula
25429,Frus?ka Mountains Region (Serbia),Frus?ka Mountains Region (Serbia)
25430,Outer space,Outer space
25431,Slovenia,Slovenia
25432,Estonia,Estonia
25433,Soviet Union,Soviet Union
25434,Russia,Russia
25435,Russia (Federation),Russia (Federation)
25436,Korea (North),Korea (North)
25436,Korea (South),Korea (South)
25436,Korea (North),Korea (North)
25436,Russia (Federation),Russia (Federation)
25436,Korea (South),Korea (South)
25437,Russia (Federation),Russia (Federation)
25437,East Asia,East Asia
25437,East Asia,East Asia
25438,Moscow (Russia),Moscow (Russia)
25438,Moscow (Russia),Moscow (Russia)
25439,Soviet Union,Soviet Union
25439,Soviet Union,Soviet Union
25440,Russia (Federation),Russia (Federation)
25441,Estonia,Estonia
25441,Estonia,Estonia
25442,Lithuania,Lithuania
25442,Belarus,Belarus
25443,Silesia,Silesia
25444,Ukraine,Ukraine
25444,Ukraine,Ukraine
25445,Ukraine,Ukraine
25446,Przemys´l (Poland : Voivodeship),Przemys´l (Poland : Voivodeship)
25447,"Silesia, Lower (Poland and Germany)","Silesia, Lower (Poland and Germany)"
25448,Poland,Poland
25449,Czechoslovakia,Czechoslovakia
25449,Ukraine,Ukraine
25450,Ukraine,Ukraine
25451,Rome,Rome
25452,Kosovo (Republic),Kosovo (Republic)
25452,Kosovo (Republic),Kosovo (Republic)
25453,"Petrovaradinska tvrdava (Petrovaradin, Serbia)","Petrovaradinska tvrdava (Petrovaradin, Serbia)"
25453,Petrovaradin (Serbia),Petrovaradin (Serbia)
25454,Yugoslavia,Yugoslavia
25454,Yugoslavia,Yugoslavia
25455,Serbia,Serbia
25455,Serbia,Serbia
25456,Trebinje Region (Bosnia and Hercegovina),Trebinje Region (Bosnia and Hercegovina)
25457,Montenegro,Montenegro
25457,Montenegro,Montenegro
25457,Serbia,Serbia
25458,Serbia,Serbia
25459,Serbia,Serbia
25459,Albania,Albania
25459,Kosovo (Republic),Kosovo (Republic)
25460,Yugoslavia,Yugoslavia
25460,Serbia,Serbia
25460,Montenegro,Montenegro
25461,Spain,Spain
25462,Balkan Peninsula,Balkan Peninsula
25462,United States,United States
25462,Balkan Peninsula,Balkan Peninsula
25463,Serbia,Serbia
25463,Serbia,Serbia
25464,Serbia,Serbia
25465,Bosnia and Hercegovina,Bosnia and Hercegovina
25466,Serbia,Serbia
25467,Mazury (Poland : Region),Mazury (Poland : Region)
25468,Lemkivshchyna (Poland and Slovakia),Lemkivshchyna (Poland and Slovakia)
25469,Poland,Poland
25470,Poland,Poland
25470,Poland,Poland
25471,Poland,Poland
25472,"Krosno (Wojewo´dztwo Podkarpackie, Poland)","Krosno (Wojewo´dztwo Podkarpackie, Poland)"
25473,Volhynia (Ukraine),Volhynia (Ukraine)
25473,Volhynia (Ukraine),Volhynia (Ukraine)
25474,Poland,Poland
25475,Krako´w (Poland),Krako´w (Poland)
25476,Poland,Poland
25477,Poland,Poland
25478,Poland,Poland
25479,Poland,Poland
25480,Poland,Poland
25480,Poland,Poland
25481,Poland,Poland
25482,Poland,Poland
25483,Przasnysz (Poland : Powiat),Przasnysz (Poland : Powiat)
25484,Poland,Poland
25485,Poland,Poland
25485,Poland,Poland
25486,Ukraine,Ukraine
25486,Ukraine,Ukraine
25486,Ukraine,Ukraine
25486,Poland,Poland
25487,Poland,Poland
25488,Warsaw (Poland),Warsaw (Poland)
25489,Exiles,Exiles
25489,Poland,Poland
25490,Poland,Poland
25491,Poland,Poland
25492,Poland,Poland
25493,Warsaw (Poland),Warsaw (Poland)
25494,Poland,Poland
25495,Bulgaria,Bulgaria
25495,Poland,Poland
25495,Bulgaria,Bulgaria
25496,Balkan Peninsula,Balkan Peninsula
25497,Smolenskai?a? oblast' (Russia),Smolenskai?a? oblast' (Russia)
25497,Soviet Union,Soviet Union
25497,Soviet Union,Soviet Union
25498,Vologda (Russia),Vologda (Russia)
25499,Warsaw (Poland),Warsaw (Poland)
25500,Poland,Poland
25500,Lithuania,Lithuania
25500,Poland,Poland
25501,Irkutsk (Russia),Irkutsk (Russia)
25502,Soviet Union,Soviet Union
25502,Soviet Union,Soviet Union
25503,Russia (Federation),Russia (Federation)
25504,Russia,Russia
25504,Russia,Russia
25505,Buri?a?tii?a? (Russia),Buri?a?tii?a? (Russia)
25506,Budapest (Hungary),Budapest (Hungary)
25506,Budapest (Hungary),Budapest (Hungary)
25507,Siberia (Russia),Siberia (Russia)
25507,Siberia (Russia),Siberia (Russia)
25508,Siberia (Russia),Siberia (Russia)
25509,Budapest (Hungary),Budapest (Hungary)
25510,Budapest (Hungary),Budapest (Hungary)
25511,Budapest (Hungary),Budapest (Hungary)
25512,Budapest (Hungary),Budapest (Hungary)
25513,Budapest (Hungary),Budapest (Hungary)
25514,Budapest (Hungary),Budapest (Hungary)
25515,Budapest (Hungary),Budapest (Hungary)
25516,Universities and colleges,Universities and colleges
25517,Hungary,Hungary
25518,Budapest (Hungary),Budapest (Hungary)
25519,Krasnogorsk (Russia),Krasnogorsk (Russia)
25520,Karelia (Russia),Karelia (Russia)
25521,Soviet Union,Soviet Union
25521,Europe,Europe
25521,Russia (Federation),Russia (Federation)
25521,Europe,Europe
25521,Soviet Union,Soviet Union
25521,Germany,Germany
25521,Russia (Federation),Russia (Federation)
25521,Germany,Germany
25521,Soviet Union,Soviet Union
25521,Germany,Germany
25522,Karelia (Russia),Karelia (Russia)
25523,I?A?roslavskai?a? oblast' (Russia),I?A?roslavskai?a? oblast' (Russia)
25524,Altai?skii? krai? (Russia),Altai?skii? krai? (Russia)
25524,Altai?skii? krai? (Russia),Altai?skii? krai? (Russia)
25524,Altai?skii? krai? (Russia),Altai?skii? krai? (Russia)
25525,Komi (Russia),Komi (Russia)
25525,Komi (Russia),Komi (Russia)
25525,Komi (Russia),Komi (Russia)
25526,Kievan Rus,Kievan Rus
25526,Kievan Rus,Kievan Rus
25527,Russia (Federation),Russia (Federation)
25528,Pereslavl'-Zalesskii? Region (Russia),Pereslavl'-Zalesskii? Region (Russia)
25528,Pereslavl'-Zalesskii? Region (Russia),Pereslavl'-Zalesskii? Region (Russia)
25528,Pereslavl'-Zalesskii? Region (Russia) Social conditions,Pereslavl'-Zalesskii? Region (Russia) Social conditions
25529,"I?A?roslavl' (I?A?roslavskai?a? oblast', Russia)","I?A?roslavl' (I?A?roslavskai?a? oblast', Russia)"
25530,Tuva (Russia),Tuva (Russia)
25531,Kel'gininskii? Site (Russia),Kel'gininskii? Site (Russia)
25531,Mordovii?a? (Russia),Mordovii?a? (Russia)
25532,Hungary,Hungary
25533,Hungary,Hungary
25534,Permskai?a? oblast' (Russia),Permskai?a? oblast' (Russia)
25535,Kolyma River Region (Russia),Kolyma River Region (Russia)
25536,Russia (Federation),Russia (Federation)
25537,Ukraine,Ukraine
25538,Ukraine,Ukraine
25539,Ukraine,Ukraine
25539,Ukraine,Ukraine
25539,Ukraine,Ukraine
25540,Ukraine,Ukraine
25541,Ukraine,Ukraine
25542,Ivano-Frankivs'ka oblast' (Ukraine),Ivano-Frankivs'ka oblast' (Ukraine)
25543,Poland,Poland
25544,Poland,Poland
25545,Globoder (Serbia),Globoder (Serbia)
25546,Balkan Peninsula,Balkan Peninsula
25547,Davidovac (Serbia),Davidovac (Serbia)
25548,"Krus?evac Region (Krus?evac, Serbia)","Krus?evac Region (Krus?evac, Serbia)"
25548,"Krus?evac Region (Krus?evac, Serbia)","Krus?evac Region (Krus?evac, Serbia)"
25549,Nis? (Serbia),Nis? (Serbia)
25549,Nis? (Serbia),Nis? (Serbia)
25550,Serbia,Serbia
25550,Serbia,Serbia
25551,Serbia,Serbia
25552,Montenegro,Montenegro
25553,Serbia,Serbia
25554,Kenya,Kenya
25554,Uganda,Uganda
25555,France,France
25555,France,France
25555,France,France
25555,France,France
25556,Czechoslovakia,Czechoslovakia
25556,Ukraine,Ukraine
25557,Ukraine,Ukraine
