pubDate,ISOnumeric3,"SUBSTR(r.callNumber,1,1)",COUNT(r.recordID)
1641,826,J,1
1641,840,E,1
1641,840,F,3
1642,250,D,1
1642,372,A,1
1642,372,D,2
1642,372,L,1
1642,380,D,2
1642,392,D,2
1642,528,D,1
1642,620,A,1
1642,724,J,1
1642,826,A,47
1642,826,B,3
1642,826,C,1
1642,826,D,25
1642,826,J,3
1642,826,K,1
1642,840,F,2
1643,250,D,2
1643,250,K,1
1643,372,A,1
1643,372,D,1
1643,380,D,2
1643,392,D,1
1643,392,J,1
1643,528,B,1
1643,616,A,2
1643,616,B,1
1643,616,D,1
1643,724,D,2
1643,826,A,25
1643,826,B,4
1643,826,D,15
1643,826,K,2
1643,826,L,1
1644,156,M,31
1644,208,D,3
1644,250,B,1
1644,250,D,4
1644,250,M,1
1644,276,A,1
1644,348,A,2
1644,380,D,2
1644,392,M,1
1644,528,A,1
1644,620,D,5
1644,752,D,2
1644,818,J,1
1644,826,A,2
1644,826,B,2
1644,826,D,9
1644,826,J,1
1644,826,L,1
1644,840,E,1
1645,250,B,1
1645,250,D,2
1645,250,K,2
1645,380,D,1
1645,380,Q,1
1645,528,K,1
1645,616,D,2
1645,724,D,2
1645,826,A,9
1645,826,B,1
1645,826,D,2
1645,826,H,1
1645,826,K,2
1645,826,P,1
1645,840,B,1
1645,840,Q,1
1646,156,M,1
1646,250,C,1
1646,250,D,1
1646,372,A,1
1646,484,F,1
1646,724,F,1
1646,826,A,13
1646,826,B,2
1646,826,D,10
1646,826,K,1
1646,826,P,1
1646,840,F,2
1646,840,K,1
1647,156,M,3
1647,250,J,4
1647,250,K,1
1647,304,G,1
1647,380,J,2
1647,380,P,3
1647,392,K,1
1647,528,D,1
1647,604,E,1
1647,826,A,13
1647,826,B,1
1647,826,D,9
1647,826,K,5
1647,826,P,4
1647,840,E,1
1648,250,D,1
1648,380,D,3
1648,392,D,1
1648,604,K,1
1648,724,K,1
1648,752,D,3
1648,826,A,11
1648,826,B,1
1648,826,D,8
1649,178,D,1
1649,250,D,3
1649,372,A,2
1649,372,D,2
1649,392,D,1
1649,528,D,5
1649,616,D,2
1649,724,D,1
1649,752,A,1
1649,752,P,1
1649,826,A,6
1649,826,B,1
1649,826,D,9
1649,826,J,4
1649,826,K,3
1649,840,F,1
1650,28,K,1
1650,52,K,1
1650,60,K,1
1650,156,D,2
1650,208,D,1
1650,250,D,1
1650,250,F,1
1650,250,K,1
1650,275,D,1
1650,328,F,1
1650,356,K,1
1650,372,A,2
1650,380,N,3
1650,392,K,1
1650,440,D,1
1650,528,B,1
1650,528,D,1
1650,616,D,1
1650,643,D,1
1650,682,D,1
1650,724,D,3
1650,752,J,1
1650,792,D,1
1650,826,A,3
1650,826,D,15
1650,826,J,1
1650,826,K,4
1650,840,D,1
1650,840,E,1
1650,840,F,3
1650,840,K,1
1651,40,K,1
1651,156,D,1
1651,250,D,4
1651,250,F,1
1651,250,K,1
1651,364,D,1
1651,364,G,1
1651,380,D,3
1651,380,P,1
1651,392,D,1
1651,450,G,1
1651,484,K,1
1651,756,J,1
1651,818,G,1
1651,826,D,2
1651,826,J,2
1651,826,K,1
1651,840,F,1
1652,40,K,1
1652,76,F,1
1652,250,D,3
1652,250,J,1
1652,276,D,2
1652,276,K,1
1652,304,D,1
1652,352,D,1
1652,356,E,1
1652,380,D,3
1652,380,K,2
1652,470,B,2
1652,826,A,1
1652,826,K,3
1652,840,D,1
1653,124,F,1
1653,156,D,1
1653,208,D,1
1653,250,F,3
1653,250,P,2
1653,328,F,3
1653,356,D,1
1653,364,D,1
1653,380,D,1
1653,392,B,2
1653,512,D,1
1653,528,D,2
1653,616,D,1
1653,620,D,2
1653,826,D,1
1653,826,K,4
1653,840,D,1
1654,156,D,2
1654,250,D,1
1654,250,Z,1
1654,254,F,2
1654,356,F,1
1654,380,D,2
1654,528,D,2
1654,752,D,2
1654,826,A,3
1654,826,D,2
1654,826,J,1
1654,826,R,1
1654,840,F,1
1655,156,D,4
1655,250,B,1
1655,250,D,3
1655,250,J,1
1655,250,K,1
1655,356,D,1
1655,484,F,1
1655,558,F,1
1655,608,D,1
1655,616,D,1
1655,616,J,1
1655,826,A,8
1655,826,D,3
1655,826,L,1
1655,840,D,1
1655,840,E,6
1655,840,G,1
1655,840,P,1
1656,208,D,1
1656,392,P,2
1656,616,D,1
1656,752,D,2
1656,826,D,7
1656,826,J,1
1656,833,D,1
1656,840,F,2
1657,40,D,2
1657,250,B,1
1657,250,D,1
1657,356,D,1
1657,380,D,2
1657,388,D,1
1657,392,D,5
1657,392,K,1
1657,528,D,1
1657,616,D,1
1657,682,D,1
1657,792,D,2
1657,826,D,3
1657,826,J,1
1657,826,K,3
1657,840,F,2
1658,40,D,2
1658,156,D,2
1658,250,K,1
1658,275,D,1
1658,348,D,2
1658,380,D,3
1658,380,Q,1
1658,392,D,8
1658,392,K,1
1658,616,B,1
1658,616,D,2
1658,724,D,2
1658,826,D,9
1658,826,K,2
1659,156,D,1
1659,208,A,3
1659,208,D,1
1659,276,D,1
1659,372,A,1
1659,380,P,1
1659,380,Q,2
1659,392,J,2
1659,392,P,1
1659,392,U,1
1659,752,A,2
1659,826,D,4
1659,826,K,4
1660,56,K,1
1660,156,D,2
1660,250,B,1
1660,250,D,2
1660,276,K,1
1660,372,A,1
1660,380,K,2
1660,380,U,1
1660,616,D,1
1660,616,J,1
1660,752,D,2
1660,792,D,1
1660,826,A,13
1660,826,D,4
1660,826,J,1
1660,826,K,1
1660,826,P,1
1661,238,A,1
1661,276,Q,1
1661,356,P,1
1661,380,A,1
1661,380,P,3
1661,392,D,4
1661,392,P,1
1661,620,D,1
1661,724,B,1
1661,826,A,5
1661,826,B,1
1661,826,D,5
1662,156,D,2
1662,156,M,1
1662,250,D,2
1662,356,D,1
1662,364,D,1
1662,380,P,1
1662,392,D,1
1662,392,J,2
1662,512,D,1
1662,643,D,2
1662,682,D,1
1662,826,D,5
1662,840,D,1
1663,76,F,1
1663,156,D,6
1663,156,K,4
1663,250,D,4
1663,276,K,1
1663,276,Q,1
1663,324,D,1
1663,380,B,1
1663,380,D,1
1663,392,D,5
1663,392,V,1
1663,418,D,1
1663,620,B,1
1663,682,D,1
1663,704,D,1
1663,724,D,4
1663,752,K,1
1663,826,A,2
1664,156,D,1
1664,250,B,3
1664,250,D,3
1664,254,F,2
1664,376,D,1
1664,380,B,1
1664,380,T,2
1664,528,A,2
1664,528,D,1
1664,682,D,1
1664,724,D,2
1664,724,F,1
1664,826,A,2
1664,826,D,2
1664,826,J,2
1664,840,D,1
1664,840,F,3
1665,156,D,1
1665,250,D,4
1665,276,A,1
1665,356,D,1
1665,380,C,1
1665,392,D,1
1665,392,U,1
1665,418,D,1
1665,528,A,1
1665,528,D,1
1665,616,D,1
1665,620,D,1
1665,704,D,1
1665,724,D,3
1665,826,A,1
1665,826,D,3
1666,156,D,1
1666,208,Z,1
1666,250,B,1
1666,250,D,2
1666,356,D,1
1666,372,Q,1
1666,380,D,1
1666,392,D,1
1666,392,G,1
1666,528,D,1
1666,528,J,1
1666,578,D,1
1666,616,D,2
1666,616,J,1
1666,620,D,1
1666,724,D,1
1666,818,D,1
1666,826,D,2
1666,840,D,2
1666,840,F,3
1667,56,D,1
1667,156,D,8
1667,250,D,2
1667,250,E,1
1667,356,F,2
1667,392,Z,1
1667,410,D,1
1667,528,A,1
1667,528,D,1
1667,608,D,3
1667,724,A,1
1667,724,D,2
1667,724,K,2
1667,724,L,1
1667,752,D,1
1667,826,A,2
1667,826,B,1
1667,826,D,1
1668,156,B,1
1668,156,D,1
1668,208,D,1
1668,250,D,8
1668,276,D,13
1668,724,D,1
1668,826,D,4
1669,76,E,1
1669,156,D,1
1669,250,D,1
1669,276,D,3
1669,324,E,1
1669,364,D,1
1669,380,J,2
1669,380,Q,1
1669,392,D,3
1669,512,D,1
1669,528,D,1
1669,616,D,1
1669,620,D,2
1669,643,D,3
1669,826,D,8
1669,840,D,1
1669,840,E,1
1669,840,F,1
1670,52,A,1
